Person1,Person2,type
1742,2522,acquaintance
1906,1323,acquaintance
2557,670,acquaintance
1946,1186,acquaintance
2646,266,friend
1096,2638,acquaintance
1245,1956,acquaintance
264,2063,acquaintance
2429,974,best friend
2007,2493,friend
1353,10,friend
1761,373,best friend
2677,2643,acquaintance
1406,108,acquaintance
920,1564,acquaintance
1883,464,friend
111,2474,friend
999,2770,acquaintance
2856,2200,best friend
1802,2521,acquaintance
315,2416,friend
2394,2507,acquaintance
2087,1104,friend
716,2636,friend
98,1720,acquaintance
4,915,acquaintance
1647,1113,acquaintance
1946,2408,acquaintance
2469,109,acquaintance
698,2856,acquaintance
518,1195,acquaintance
447,1147,acquaintance
657,2099,acquaintance
181,1250,acquaintance
1744,443,acquaintance
2521,388,friend
2579,1280,acquaintance
481,908,friend
46,443,acquaintance
2698,152,friend
1487,159,acquaintance
1856,1621,acquaintance
2712,145,best friend
1576,864,friend
2809,376,friend
2916,2731,friend
1780,474,acquaintance
44,2359,friend
1855,1789,friend
2771,256,acquaintance
1918,1112,acquaintance
30,2166,friend
137,926,best friend
2890,1489,friend
2552,1946,acquaintance
1280,2936,friend
1187,1427,friend
977,1104,acquaintance
1222,1510,acquaintance
1926,226,acquaintance
769,2813,acquaintance
1118,2865,acquaintance
660,750,acquaintance
1820,575,friend
1737,2429,friend
2626,726,acquaintance
957,2315,acquaintance
2150,1731,acquaintance
2937,738,acquaintance
231,625,friend
1695,1681,friend
1476,1558,acquaintance
1656,2263,acquaintance
1292,487,acquaintance
1535,2731,friend
2566,745,acquaintance
1267,2238,acquaintance
1191,468,acquaintance
2739,2749,acquaintance
2044,2983,acquaintance
2709,1618,acquaintance
2370,467,friend
955,2697,acquaintance
114,720,friend
2441,622,acquaintance
2246,80,acquaintance
2517,2531,friend
2739,2616,acquaintance
1650,834,acquaintance
2319,51,friend
487,2520,friend
402,281,acquaintance
1529,1072,friend
2512,1522,acquaintance
877,2682,friend
139,516,friend
2991,1337,acquaintance
555,1643,acquaintance
2434,374,acquaintance
905,2629,friend
2045,2948,best friend
1142,2416,friend
1621,1564,acquaintance
188,1325,friend
1642,402,acquaintance
801,68,friend
1296,1537,acquaintance
908,2814,acquaintance
316,722,friend
2308,1084,friend
2185,2864,acquaintance
1323,181,acquaintance
164,81,acquaintance
2991,2150,friend
347,1310,friend
2865,170,friend
833,744,acquaintance
1721,304,friend
1476,1639,acquaintance
2441,952,acquaintance
1179,545,acquaintance
1383,1822,friend
1139,1249,acquaintance
49,2260,acquaintance
330,2113,friend
11,2369,acquaintance
2149,2936,friend
1478,313,friend
206,877,acquaintance
645,18,friend
1049,710,acquaintance
1618,1072,acquaintance
578,2356,acquaintance
1175,2991,acquaintance
593,952,acquaintance
2369,1883,acquaintance
178,239,friend
843,1312,acquaintance
988,366,acquaintance
373,1840,acquaintance
1126,730,acquaintance
1668,17,acquaintance
319,2087,acquaintance
2344,2384,friend
2541,791,friend
789,2935,acquaintance
139,1265,acquaintance
885,1689,acquaintance
440,1383,friend
422,2921,friend
1918,2174,acquaintance
2662,1229,friend
2629,2327,acquaintance
2432,2634,acquaintance
367,880,acquaintance
843,1420,friend
1486,903,acquaintance
304,1060,acquaintance
2531,773,acquaintance
984,1325,acquaintance
411,2111,best friend
2850,2876,acquaintance
2507,9,acquaintance
302,2359,acquaintance
109,1617,best friend
1057,826,acquaintance
55,2050,acquaintance
1901,1586,acquaintance
178,373,acquaintance
226,2652,friend
1761,2157,acquaintance
754,1101,acquaintance
1827,2803,acquaintance
2185,2222,acquaintance
1931,1689,acquaintance
2069,1722,friend
127,2266,acquaintance
1827,688,acquaintance
1914,1918,acquaintance
691,1040,friend
108,2932,acquaintance
2904,1636,friend
83,181,acquaintance
1557,1123,acquaintance
834,1771,friend
1961,1475,friend
267,627,acquaintance
219,2330,acquaintance
568,763,friend
2697,113,acquaintance
2784,2772,acquaintance
278,269,acquaintance
1692,1352,acquaintance
2755,2643,acquaintance
1743,2119,acquaintance
691,2081,friend
2843,2211,best friend
2649,2566,acquaintance
2013,1224,friend
490,2843,friend
80,2469,friend
2816,991,friend
2987,536,acquaintance
234,1218,friend
2771,23,friend
332,2742,acquaintance
440,1358,acquaintance
2280,2742,acquaintance
1587,211,friend
2944,1712,best friend
2200,1134,acquaintance
2242,1106,acquaintance
2263,1378,acquaintance
1422,1382,friend
2548,490,acquaintance
1370,229,friend
1072,2308,friend
2514,144,acquaintance
607,467,acquaintance
754,2280,acquaintance
2507,474,acquaintance
22,421,acquaintance
2775,2005,friend
1072,1228,acquaintance
567,2796,friend
2552,515,friend
2040,2904,friend
2746,2646,acquaintance
2142,984,acquaintance
1571,1206,friend
825,1790,friend
645,2254,friend
2254,2916,friend
414,1996,acquaintance
2700,17,acquaintance
2591,1793,friend
1737,315,friend
688,2270,acquaintance
2455,2880,acquaintance
1764,1225,acquaintance
354,78,friend
354,897,acquaintance
1722,915,acquaintance
1934,91,friend
1192,2250,friend
1382,1842,friend
20,520,acquaintance
825,2394,acquaintance
818,2308,friend
1454,1410,acquaintance
345,239,acquaintance
1956,1422,acquaintance
227,1874,acquaintance
4,2496,friend
2905,575,acquaintance
1604,2649,acquaintance
2480,1382,acquaintance
2346,1874,best friend
2487,2843,friend
1916,320,friend
1488,2134,acquaintance
261,2069,friend
29,2946,acquaintance
2905,651,friend
1650,719,friend
1565,1758,acquaintance
1707,2067,acquaintance
89,999,best friend
2636,376,friend
1617,2266,friend
1309,567,acquaintance
1478,1059,acquaintance
1539,1887,acquaintance
1092,2831,best friend
1523,1848,friend
1325,1734,friend
912,2149,acquaintance
225,2865,acquaintance
1113,109,acquaintance
773,2072,friend
2578,1552,friend
1180,219,friend
742,442,friend
121,30,friend
1097,1464,acquaintance
2597,2448,acquaintance
387,2072,acquaintance
1959,2566,acquaintance
2807,567,friend
1476,206,friend
837,1184,acquaintance
1144,2797,acquaintance
914,2579,acquaintance
928,1317,friend
2738,1941,friend
199,1228,best friend
833,1280,acquaintance
720,550,friend
1621,905,acquaintance
52,2131,friend
83,1435,friend
871,1361,acquaintance
414,1271,friend
1111,2783,acquaintance
1136,2144,acquaintance
775,2712,acquaintance
6,1883,acquaintance
2660,1995,friend
616,629,best friend
2991,728,acquaintance
224,1926,acquaintance
2679,2485,acquaintance
1249,1570,best friend
157,549,best friend
2871,662,friend
58,408,acquaintance
2301,137,friend
1475,125,acquaintance
1676,1427,friend
801,2770,acquaintance
1312,1198,acquaintance
2514,1337,acquaintance
866,411,acquaintance
2633,2552,friend
1793,2441,acquaintance
467,1661,friend
592,827,acquaintance
1355,1569,acquaintance
2557,2616,acquaintance
51,1848,friend
1180,2293,acquaintance
912,1219,friend
1529,2866,acquaintance
2788,2160,acquaintance
1186,4,friend
691,568,acquaintance
1136,2102,acquaintance
1467,728,friend
2414,605,friend
317,555,acquaintance
993,252,friend
2391,1103,acquaintance
83,1043,acquaintance
527,125,best friend
2493,52,friend
745,2080,acquaintance
101,2745,acquaintance
366,2036,acquaintance
1971,202,acquaintance
1626,568,acquaintance
688,359,acquaintance
1193,2270,acquaintance
421,1144,acquaintance
1139,2987,acquaintance
367,1848,acquaintance
2298,877,acquaintance
1325,2448,acquaintance
322,1395,acquaintance
2667,2845,friend
2327,2966,friend
2900,2408,acquaintance
701,1441,acquaintance
607,2250,acquaintance
216,2134,acquaintance
688,2944,acquaintance
2838,468,acquaintance
2359,2208,acquaintance
1670,211,acquaintance
2506,428,acquaintance
1809,154,acquaintance
227,305,acquaintance
549,2905,best friend
1906,1324,acquaintance
2208,1309,acquaintance
2963,1174,acquaintance
347,993,acquaintance
169,2729,friend
224,441,acquaintance
1675,2222,acquaintance
1353,2200,acquaintance
1174,801,acquaintance
2063,2419,acquaintance
1724,2152,acquaintance
1329,792,acquaintance
1790,2279,friend
615,2198,friend
849,134,acquaintance
36,2843,acquaintance
2814,1720,acquaintance
2250,458,acquaintance
12,1468,friend
328,2587,acquaintance
2223,669,friend
912,204,friend
874,2604,acquaintance
2427,136,friend
968,2935,best friend
833,958,friend
1677,801,acquaintance
2785,1856,friend
1208,1144,acquaintance
1143,1249,friend
1170,2298,best friend
192,1868,acquaintance
153,2576,friend
2005,269,acquaintance
1809,1384,friend
346,205,friend
1906,1855,acquaintance
834,1473,acquaintance
578,2242,friend
657,2319,friend
1104,1096,acquaintance
2520,84,acquaintance
141,1885,friend
632,2910,friend
36,2475,friend
494,622,acquaintance
2686,359,acquaintance
2739,1522,best friend
1219,2470,acquaintance
1961,2384,acquaintance
2787,834,acquaintance
1722,1128,acquaintance
2367,320,acquaintance
1198,716,acquaintance
1412,2279,friend
1618,1324,acquaintance
1855,327,friend
1953,2328,best friend
2741,474,acquaintance
735,515,friend
2329,2487,acquaintance
626,669,acquaintance
1293,1604,acquaintance
927,2149,acquaintance
2838,2963,best friend
1842,1353,acquaintance
1208,2855,acquaintance
1726,1925,acquaintance
1416,2785,friend
850,499,acquaintance
1558,619,best friend
952,202,acquaintance
1235,1040,friend
657,25,acquaintance
84,1918,acquaintance
850,2815,acquaintance
1530,2005,acquaintance
2720,1206,friend
2772,836,friend
2597,2689,acquaintance
645,801,acquaintance
2132,158,acquaintance
2322,2179,acquaintance
1191,1170,friend
682,1410,acquaintance
2067,1675,friend
1971,271,friend
169,701,acquaintance
972,991,acquaintance
2429,1720,acquaintance
346,1195,acquaintance
2975,435,acquaintance
2925,2650,acquaintance
2652,1903,friend
1061,2208,friend
906,1134,acquaintance
1952,2013,acquaintance
2520,1237,friend
2066,2665,acquaintance
574,30,friend
2660,2487,acquaintance
1840,211,acquaintance
1316,2633,friend
152,2642,friend
2532,1647,friend
625,974,acquaintance
345,2436,acquaintance
675,2676,friend
2222,330,friend
1198,670,acquaintance
109,2656,acquaintance
1067,1422,best friend
1258,1551,friend
2480,2212,acquaintance
354,261,best friend
1451,719,acquaintance
216,1473,friend
183,701,acquaintance
977,125,acquaintance
1113,1925,acquaintance
1032,1057,acquaintance
30,2521,friend
68,2788,friend
2610,2185,acquaintance
487,536,acquaintance
1706,1032,acquaintance
1953,320,best friend
906,2212,friend
533,1055,acquaintance
1233,2088,acquaintance
2394,125,friend
2913,1638,acquaintance
2393,1245,friend
1906,1206,friend
717,1286,acquaintance
2848,1868,acquaintance
2983,920,friend
1389,393,acquaintance
2843,1500,acquaintance
2492,227,acquaintance
773,905,friend
1195,1117,acquaintance
943,1319,acquaintance
1527,1869,acquaintance
1183,2141,friend
2579,2593,friend
1971,2491,acquaintance
1912,735,friend
234,1435,acquaintance
302,2149,friend
2876,912,friend
2012,754,acquaintance
387,592,friend
1067,2064,acquaintance
2645,1924,friend
432,2991,friend
56,1758,acquaintance
2469,610,acquaintance
713,2543,acquaintance
1611,565,acquaintance
2824,465,friend
1361,714,friend
904,2822,acquaintance
2890,1410,friend
1726,2636,best friend
993,319,acquaintance
1886,2263,acquaintance
2662,2196,friend
1184,436,acquaintance
2329,1148,acquaintance
2911,1934,best friend
2911,2223,best friend
2254,464,acquaintance
1522,2034,acquaintance
833,788,acquaintance
302,442,acquaintance
2587,1295,acquaintance
1143,347,acquaintance
2102,191,acquaintance
2609,1329,friend
1903,2408,friend
1953,1691,friend
605,1720,acquaintance
2434,316,friend
1620,1842,friend
1060,2855,acquaintance
2436,2676,friend
2539,2384,acquaintance
1179,2461,acquaintance
499,1187,acquaintance
211,414,friend
2656,98,acquaintance
2968,906,acquaintance
213,2414,acquaintance
239,2521,friend
708,463,friend
141,769,acquaintance
2017,1676,acquaintance
58,1699,acquaintance
2591,374,acquaintance
2914,80,acquaintance
161,1866,acquaintance
671,2089,acquaintance
1640,1926,acquaintance
24,42,acquaintance
2352,1318,friend
25,1972,acquaintance
1043,629,friend
1793,979,best friend
1139,2948,acquaintance
763,2388,acquaintance
56,2344,acquaintance
1523,1420,friend
1287,1427,friend
2042,2309,acquaintance
2469,1702,friend
1510,2722,best friend
1407,1194,friend
1113,1296,best friend
1420,675,acquaintance
874,1084,acquaintance
2429,2800,acquaintance
2174,113,friend
17,191,acquaintance
1618,366,friend
2328,1855,best friend
1681,2429,acquaintance
1197,2733,acquaintance
1940,136,best friend
2134,2253,acquaintance
1539,1486,acquaintance
2685,2075,friend
2676,1319,friend
991,1441,acquaintance
2080,1017,friend
1753,1510,best friend
2356,2487,acquaintance
2888,940,acquaintance
1106,955,friend
1134,1370,acquaintance
1292,626,best friend
1554,2185,acquaintance
1040,255,acquaintance
670,407,acquaintance
2222,2102,acquaintance
2910,2745,acquaintance
2017,2067,acquaintance
2111,281,friend
2646,2645,friend
501,2917,friend
775,1646,acquaintance
669,1323,acquaintance
688,1222,acquaintance
428,238,acquaintance
1435,1093,acquaintance
912,2652,friend
256,2441,acquaintance
2633,2328,acquaintance
2676,2822,best friend
2911,2308,friend
1038,211,friend
2514,1358,acquaintance
1110,219,acquaintance
2609,984,acquaintance
1250,1486,acquaintance
1412,2035,acquaintance
720,1292,acquaintance
1912,2436,friend
1292,345,friend
232,2514,acquaintance
944,2200,acquaintance
281,2439,acquaintance
626,2932,acquaintance
2966,66,acquaintance
1640,2158,friend
2649,942,acquaintance
183,2084,acquaintance
505,225,acquaintance
1802,2918,acquaintance
232,2493,best friend
319,541,acquaintance
2784,1097,friend
2514,1038,acquaintance
1689,698,friend
670,2792,acquaintance
1793,1453,acquaintance
1467,474,friend
367,2520,acquaintance
2365,1317,acquaintance
1582,827,acquaintance
2439,1855,acquaintance
436,565,best friend
191,109,friend
2075,1580,acquaintance
1286,2149,friend
1292,2910,acquaintance
1267,1323,acquaintance
51,2157,friend
2208,1618,acquaintance
2629,1620,friend
487,2067,acquaintance
432,1576,acquaintance
2034,1678,friend
1427,1700,acquaintance
1930,1710,acquaintance
2034,20,friend
2044,670,acquaintance
229,801,friend
1880,2890,acquaintance
464,2944,friend
255,1475,acquaintance
1143,643,acquaintance
2633,2578,acquaintance
2807,826,acquaintance
1731,752,friend
714,206,acquaintance
533,593,acquaintance
2876,897,acquaintance
2480,827,friend
313,1895,acquaintance
2434,2149,acquaintance
929,1527,acquaintance
2667,108,friend
2384,1104,acquaintance
2212,232,acquaintance
1134,2487,acquaintance
1569,1346,acquaintance
2150,2231,acquaintance
1537,1060,friend
994,2552,acquaintance
2643,1163,friend
1280,421,friend
2260,211,acquaintance
2741,2890,acquaintance
1410,428,friend
2835,1245,acquaintance
2805,2904,friend
967,1292,acquaintance
2254,969,acquaintance
2816,2508,acquaintance
17,2049,acquaintance
1309,2816,acquaintance
722,2809,best friend
249,903,acquaintance
2652,2638,acquaintance
2470,548,acquaintance
1017,2329,acquaintance
1553,1547,acquaintance
767,2579,acquaintance
441,1639,friend
1661,255,best friend
860,1621,friend
970,2491,acquaintance
1537,657,acquaintance
829,2864,acquaintance
1855,1553,acquaintance
1894,42,acquaintance
927,657,friend
2905,1422,acquaintance
141,2896,friend
574,2578,acquaintance
1721,1365,acquaintance
2963,2788,friend
1136,1194,acquaintance
1043,2829,acquaintance
224,2250,acquaintance
1320,2845,acquaintance
134,1710,acquaintance
1918,2831,friend
1529,2767,friend
1271,1017,acquaintance
2414,1365,friend
1684,649,friend
2963,1061,acquaintance
2851,2865,friend
688,2036,friend
88,1550,best friend
1235,2541,best friend
615,2012,friend
2416,464,acquaintance
2111,1441,acquaintance
2629,436,friend
912,1617,acquaintance
81,1668,acquaintance
1639,2298,acquaintance
191,722,acquaintance
316,536,acquaintance
1093,1317,friend
2330,1406,acquaintance
108,304,friend
4,2064,acquaintance
428,1554,acquaintance
2072,487,acquaintance
490,1103,friend
2185,2150,acquaintance
2045,1456,acquaintance
2408,2905,best friend
1136,1883,acquaintance
216,627,best friend
1292,1365,acquaintance
2344,2851,acquaintance
2055,127,acquaintance
2416,1096,acquaintance
1724,2665,acquaintance
1112,1931,acquaintance
1195,1250,acquaintance
1726,2254,friend
2457,2280,acquaintance
2890,2914,acquaintance
1719,2983,acquaintance
2566,145,acquaintance
2045,2632,friend
1866,428,acquaintance
2521,2935,acquaintance
322,1874,acquaintance
2761,1937,best friend
2686,1081,acquaintance
2005,684,friend
1318,2583,acquaintance
1280,1976,acquaintance
49,989,acquaintance
208,1678,acquaintance
926,2044,acquaintance
2369,627,friend
2270,1941,acquaintance
826,2643,acquaintance
1081,662,acquaintance
216,1280,acquaintance
738,1941,acquaintance
788,989,acquaintance
441,2785,acquaintance
2770,2814,acquaintance
2719,1267,acquaintance
2803,1106,acquaintance
1826,1147,friend
1096,1930,acquaintance
952,1930,friend
2388,614,acquaintance
2932,2491,acquaintance
473,1059,best friend
1353,914,acquaintance
1710,170,friend
2492,809,acquaintance
885,1325,acquaintance
113,2153,friend
183,1033,friend
1280,1626,friend
81,2632,friend
2740,443,acquaintance
2144,1247,acquaintance
754,1638,acquaintance
305,2066,acquaintance
2964,2012,friend
2297,2066,friend
70,2896,acquaintance
2089,622,friend
2689,1647,acquaintance
1924,836,acquaintance
2888,2890,acquaintance
2797,2132,friend
592,1287,friend
2597,1123,best friend
1112,170,best friend
1926,1880,acquaintance
452,970,friend
330,1848,friend
242,593,acquaintance
112,2238,acquaintance
1840,157,acquaintance
643,2583,friend
1486,1564,friend
2347,754,acquaintance
180,1618,acquaintance
2876,1883,acquaintance
1744,1079,acquaintance
1121,555,acquaintance
2591,484,acquaintance
1676,1580,acquaintance
1771,1235,acquaintance
2552,1111,acquaintance
1576,29,acquaintance
1946,2891,acquaintance
2964,2676,acquaintance
